"period","region_final_dep","region_final_arr","Num_month","Num","Num_per_month","lati.x","long.x","lati.y","long.y"
"Period 3","South China","Africa",25,456953,18278.1,27.8115735,113.6023239,6.009334615,18.09028353
"Period 3","South China","Europe",25,2068847,82753.9,27.8115735,113.6023239,49.72535164,12.63523685
"Period 3","South China","Japan/Korea",25,5433120,217324.8,27.8115735,113.6023239,37.01238814,139.9873982
"Period 3","South China","North America",25,2155004,86200.2,27.8115735,113.6023239,49.89877748,-99.95689093
"Period 3","South China","North China",25,170466552,6818662.1,27.8115735,113.6023239,38.0616808,100.6754211
"Period 3","South China","Oceania",25,933485,37339.4,27.8115735,113.6023239,-24.65995717,135.7238172
"Period 3","South China","Russia",25,130801,5232,27.8115735,113.6023239,59.80038836,94.30046611
"Period 3","South China","South America",25,71716,2868.6,27.8115735,113.6023239,-13.71835705,-59.77519088
"Period 3","South China","South-eastern Asia",25,8200193,328007.7,27.8115735,113.6023239,-0.198689756,114.0117086
"Period 3","South China","Southern Asia",25,786906,31476.2,27.8115735,113.6023239,26.98419452,71.12322501
"Period 3","South China","Western Asia",25,644198,25767.9,27.8115735,113.6023239,27.67000493,43.59334869
"Period 3","South-eastern Asia","Africa",25,791537,31661.5,-0.198689756,114.0117086,6.009334615,18.09028353
"Period 3","South-eastern Asia","Europe",25,7761757,310470.3,-0.198689756,114.0117086,49.72535164,12.63523685
"Period 3","South-eastern Asia","Japan/Korea",25,11958470,478338.8,-0.198689756,114.0117086,37.01238814,139.9873982
"Period 3","South-eastern Asia","North America",25,4848578,193943.1,-0.198689756,114.0117086,49.89877748,-99.95689093
"Period 3","South-eastern Asia","North China",25,715776,28631,-0.198689756,114.0117086,38.0616808,100.6754211
"Period 3","South-eastern Asia","Oceania",25,4883947,195357.9,-0.198689756,114.0117086,-24.65995717,135.7238172
"Period 3","South-eastern Asia","Russia",25,747864,29914.6,-0.198689756,114.0117086,59.80038836,94.30046611
"Period 3","South-eastern Asia","South America",25,184661,7386.4,-0.198689756,114.0117086,-13.71835705,-59.77519088
"Period 3","South-eastern Asia","South China",25,7724945,308997.8,-0.198689756,114.0117086,27.8115735,113.6023239
"Period 3","South-eastern Asia","Southern Asia",25,7289611,291584.4,-0.198689756,114.0117086,26.98419452,71.12322501
"Period 3","South-eastern Asia","Western Asia",25,6785387,271415.5,-0.198689756,114.0117086,27.67000493,43.59334869
"Period 3","Southern Asia","Africa",25,1996020,79840.8,26.98419452,71.12322501,6.009334615,18.09028353
"Period 3","Southern Asia","Europe",25,11906447,476257.9,26.98419452,71.12322501,49.72535164,12.63523685
"Period 3","Southern Asia","Japan/Korea",25,882692,35307.7,26.98419452,71.12322501,37.01238814,139.9873982
"Period 3","Southern Asia","North America",25,7531360,301254.4,26.98419452,71.12322501,49.89877748,-99.95689093
"Period 3","Southern Asia","North China",25,116600,4664,26.98419452,71.12322501,38.0616808,100.6754211
"Period 3","Southern Asia","Oceania",25,1776749,71070,26.98419452,71.12322501,-24.65995717,135.7238172
"Period 3","Southern Asia","Russia",25,814487,32579.5,26.98419452,71.12322501,59.80038836,94.30046611
"Period 3","Southern Asia","South America",25,135783,5431.3,26.98419452,71.12322501,-13.71835705,-59.77519088
"Period 3","Southern Asia","South China",25,728055,29122.2,26.98419452,71.12322501,27.8115735,113.6023239
"Period 3","Southern Asia","South-eastern Asia",25,7162042,286481.7,26.98419452,71.12322501,-0.198689756,114.0117086
"Period 3","Southern Asia","Western Asia",25,38033487,1521339.5,26.98419452,71.12322501,27.67000493,43.59334869
"Period 3","Western Asia","Africa",25,22794065,911762.6,27.67000493,43.59334869,6.009334615,18.09028353
"Period 3","Western Asia","Europe",25,60613014,2424520.6,27.67000493,43.59334869,49.72535164,12.63523685
"Period 3","Western Asia","Japan/Korea",25,739846,29593.8,27.67000493,43.59334869,37.01238814,139.9873982
"Period 3","Western Asia","North America",25,7792170,311686.8,27.67000493,43.59334869,49.89877748,-99.95689093
"Period 3","Western Asia","North China",25,136092,5443.7,27.67000493,43.59334869,38.0616808,100.6754211
"Period 3","Western Asia","Oceania",25,846350,33854,27.67000493,43.59334869,-24.65995717,135.7238172
"Period 3","Western Asia","Russia",25,8912089,356483.6,27.67000493,43.59334869,59.80038836,94.30046611
"Period 3","Western Asia","South America",25,788390,31535.6,27.67000493,43.59334869,-13.71835705,-59.77519088
"Period 3","Western Asia","South China",25,735352,29414.1,27.67000493,43.59334869,27.8115735,113.6023239
"Period 3","Western Asia","South-eastern Asia",25,6945360,277814.4,27.67000493,43.59334869,-0.198689756,114.0117086
"Period 3","Western Asia","Southern Asia",25,39586743,1583469.7,27.67000493,43.59334869,26.98419452,71.12322501
"Period 4","Africa","Europe",8,20192716,2524089.5,6.009334615,18.09028353,49.72535164,12.63523685
"Period 4","Africa","Japan/Korea",8,147576,18447,6.009334615,18.09028353,37.01238814,139.9873982
"Period 4","Africa","North America",8,2414946,301868.2,6.009334615,18.09028353,49.89877748,-99.95689093
"Period 4","Africa","North China",8,165529,20691.1,6.009334615,18.09028353,38.0616808,100.6754211
"Period 4","Africa","Oceania",8,212228,26528.5,6.009334615,18.09028353,-24.65995717,135.7238172
"Period 4","Africa","Russia",8,604515,75564.4,6.009334615,18.09028353,59.80038836,94.30046611
"Period 4","Africa","South America",8,141210,17651.2,6.009334615,18.09028353,-13.71835705,-59.77519088
"Period 4","Africa","South China",8,550564,68820.5,6.009334615,18.09028353,27.8115735,113.6023239
"Period 4","Africa","South-eastern Asia",8,459161,57395.1,6.009334615,18.09028353,-0.198689756,114.0117086
"Period 4","Africa","Southern Asia",8,973589,121698.6,6.009334615,18.09028353,26.98419452,71.12322501
"Period 4","Africa","Western Asia",8,10359728,1294966,6.009334615,18.09028353,27.67000493,43.59334869
"Period 4","Europe","Africa",8,20355954,2544494.2,49.72535164,12.63523685,6.009334615,18.09028353
"Period 4","Europe","Japan/Korea",8,2949915,368739.4,49.72535164,12.63523685,37.01238814,139.9873982
"Period 4","Europe","North America",8,27597547,3449693.4,49.72535164,12.63523685,49.89877748,-99.95689093
"Period 4","Europe","North China",8,830960,103870,49.72535164,12.63523685,38.0616808,100.6754211
"Period 4","Europe","Oceania",8,1843968,230496,49.72535164,12.63523685,-24.65995717,135.7238172
"Period 4","Europe","Russia",8,974582,121822.8,49.72535164,12.63523685,59.80038836,94.30046611
"Period 4","Europe","South America",8,5132168,641521,49.72535164,12.63523685,-13.71835705,-59.77519088
"Period 4","Europe","South China",8,3066493,383311.6,49.72535164,12.63523685,27.8115735,113.6023239
"Period 4","Europe","South-eastern Asia",8,5295240,661905,49.72535164,12.63523685,-0.198689756,114.0117086
"Period 4","Europe","Southern Asia",8,5253898,656737.2,49.72535164,12.63523685,26.98419452,71.12322501
"Period 4","Europe","Western Asia",8,30454209,3806776.1,49.72535164,12.63523685,27.67000493,43.59334869
"Period 4","Japan/Korea","Africa",8,163900,20487.5,37.01238814,139.9873982,6.009334615,18.09028353
"Period 4","Japan/Korea","Europe",8,3015115,376889.4,37.01238814,139.9873982,49.72535164,12.63523685
"Period 4","Japan/Korea","North America",8,3761435,470179.4,37.01238814,139.9873982,49.89877748,-99.95689093
"Period 4","Japan/Korea","North China",8,2856162,357020.2,37.01238814,139.9873982,38.0616808,100.6754211
"Period 4","Japan/Korea","Oceania",8,1043884,130485.5,37.01238814,139.9873982,-24.65995717,135.7238172
"Period 4","Japan/Korea","Russia",8,74363,9295.4,37.01238814,139.9873982,59.80038836,94.30046611
"Period 4","Japan/Korea","South America",8,124865,15608.1,37.01238814,139.9873982,-13.71835705,-59.77519088
"Period 4","Japan/Korea","South China",8,10787000,1348375,37.01238814,139.9873982,27.8115735,113.6023239
"Period 4","Japan/Korea","South-eastern Asia",8,11240137,1405017.1,37.01238814,139.9873982,-0.198689756,114.0117086
"Period 4","Japan/Korea","Southern Asia",8,627722,78465.2,37.01238814,139.9873982,26.98419452,71.12322501
"Period 4","Japan/Korea","Western Asia",8,424265,53033.1,37.01238814,139.9873982,27.67000493,43.59334869
"Period 4","North America","Africa",8,2187303,273412.9,49.89877748,-99.95689093,6.009334615,18.09028353
"Period 4","North America","Europe",8,26096107,3262013.4,49.89877748,-99.95689093,49.72535164,12.63523685
"Period 4","North America","Japan/Korea",8,3733718,466714.8,49.89877748,-99.95689093,37.01238814,139.9873982
"Period 4","North America","North China",8,360943,45117.9,49.89877748,-99.95689093,38.0616808,100.6754211
"Period 4","North America","Oceania",8,1412183,176522.9,49.89877748,-99.95689093,-24.65995717,135.7238172
"Period 4","North America","Russia",8,67114,8389.2,49.89877748,-99.95689093,59.80038836,94.30046611
"Period 4","North America","South America",8,5921003,740125.4,49.89877748,-99.95689093,-13.71835705,-59.77519088
"Period 4","North America","South China",8,2114335,264291.9,49.89877748,-99.95689093,27.8115735,113.6023239
"Period 4","North America","South-eastern Asia",8,2840320,355040,49.89877748,-99.95689093,-0.198689756,114.0117086
"Period 4","North America","Southern Asia",8,3246879,405859.9,49.89877748,-99.95689093,26.98419452,71.12322501
"Period 4","North America","Western Asia",8,3278882,409860.2,49.89877748,-99.95689093,27.67000493,43.59334869
"Period 4","North China","Africa",8,184986,23123.2,38.0616808,100.6754211,6.009334615,18.09028353
"Period 4","North China","Europe",8,884939,110617.4,38.0616808,100.6754211,49.72535164,12.63523685
"Period 4","North China","Japan/Korea",8,2771675,346459.4,38.0616808,100.6754211,37.01238814,139.9873982
"Period 4","North China","North America",8,410679,51334.9,38.0616808,100.6754211,49.89877748,-99.95689093
"Period 4","North China","Oceania",8,358214,44776.8,38.0616808,100.6754211,-24.65995717,135.7238172
"Period 4","North China","Russia",8,249003,31125.4,38.0616808,100.6754211,59.80038836,94.30046611
"Period 4","North China","South America",8,32737,4092.1,38.0616808,100.6754211,-13.71835705,-59.77519088
"Period 4","North China","South China",8,85003238,10625404.8,38.0616808,100.6754211,27.8115735,113.6023239
"Period 4","North China","South-eastern Asia",8,2083699,260462.4,38.0616808,100.6754211,-0.198689756,114.0117086
"Period 4","North China","Southern Asia",8,212785,26598.1,38.0616808,100.6754211,26.98419452,71.12322501
"Period 4","North China","Western Asia",8,342036,42754.5,38.0616808,100.6754211,27.67000493,43.59334869
"Period 4","Oceania","Africa",8,208337,26042.1,-24.65995717,135.7238172,6.009334615,18.09028353
"Period 4","Oceania","Europe",8,1883731,235466.4,-24.65995717,135.7238172,49.72535164,12.63523685
"Period 4","Oceania","Japan/Korea",8,1069023,133627.9,-24.65995717,135.7238172,37.01238814,139.9873982
"Period 4","Oceania","North America",8,1464399,183049.9,-24.65995717,135.7238172,49.89877748,-99.95689093
"Period 4","Oceania","North China",8,326887,40860.9,-24.65995717,135.7238172,38.0616808,100.6754211
"Period 4","Oceania","Russia",8,14943,1867.9,-24.65995717,135.7238172,59.80038836,94.30046611
"Period 4","Oceania","South America",8,121026,15128.2,-24.65995717,135.7238172,-13.71835705,-59.77519088
"Period 4","Oceania","South China",8,1247785,155973.1,-24.65995717,135.7238172,27.8115735,113.6023239
"Period 4","Oceania","South-eastern Asia",8,3714280,464285,-24.65995717,135.7238172,-0.198689756,114.0117086
"Period 4","Oceania","Southern Asia",8,920277,115034.6,-24.65995717,135.7238172,26.98419452,71.12322501
"Period 4","Oceania","Western Asia",8,426940,53367.5,-24.65995717,135.7238172,27.67000493,43.59334869
"Period 4","Russia","Africa",8,635041,79380.1,59.80038836,94.30046611,6.009334615,18.09028353
"Period 4","Russia","Europe",8,955378,119422.2,59.80038836,94.30046611,49.72535164,12.63523685
"Period 4","Russia","Japan/Korea",8,73406,9175.8,59.80038836,94.30046611,37.01238814,139.9873982
"Period 4","Russia","North America",8,61287,7660.9,59.80038836,94.30046611,49.89877748,-99.95689093
"Period 4","Russia","North China",8,240583,30072.9,59.80038836,94.30046611,38.0616808,100.6754211
"Period 4","Russia","Oceania",8,17576,2197,59.80038836,94.30046611,-24.65995717,135.7238172
"Period 4","Russia","South America",8,20345,2543.1,59.80038836,94.30046611,-13.71835705,-59.77519088
"Period 4","Russia","South China",8,315955,39494.4,59.80038836,94.30046611,27.8115735,113.6023239
"Period 4","Russia","South-eastern Asia",8,643841,80480.1,59.80038836,94.30046611,-0.198689756,114.0117086
"Period 4","Russia","Southern Asia",8,361480,45185,59.80038836,94.30046611,26.98419452,71.12322501
"Period 4","Russia","Western Asia",8,5224790,653098.8,59.80038836,94.30046611,27.67000493,43.59334869
"Period 4","South America","Africa",8,121271,15158.9,-13.71835705,-59.77519088,6.009334615,18.09028353
"Period 4","South America","Europe",8,4941911,617738.9,-13.71835705,-59.77519088,49.72535164,12.63523685
"Period 4","South America","Japan/Korea",8,124918,15614.8,-13.71835705,-59.77519088,37.01238814,139.9873982
"Period 4","South America","North America",8,6379544,797443,-13.71835705,-59.77519088,49.89877748,-99.95689093
"Period 4","South America","North China",8,31533,3941.6,-13.71835705,-59.77519088,38.0616808,100.6754211
"Period 4","South America","Oceania",8,123218,15402.2,-13.71835705,-59.77519088,-24.65995717,135.7238172
"Period 4","South America","Russia",8,20425,2553.1,-13.71835705,-59.77519088,59.80038836,94.30046611
"Period 4","South America","South China",8,104878,13109.8,-13.71835705,-59.77519088,27.8115735,113.6023239
"Period 4","South America","South-eastern Asia",8,75872,9484,-13.71835705,-59.77519088,-0.198689756,114.0117086
"Period 4","South America","Southern Asia",8,55137,6892.1,-13.71835705,-59.77519088,26.98419452,71.12322501
"Period 4","South America","Western Asia",8,311084,38885.5,-13.71835705,-59.77519088,27.67000493,43.59334869
"Period 4","South China","Africa",8,562577,70322.1,27.8115735,113.6023239,6.009334615,18.09028353
"Period 4","South China","Europe",8,3105626,388203.2,27.8115735,113.6023239,49.72535164,12.63523685
"Period 4","South China","Japan/Korea",8,10683587,1335448.4,27.8115735,113.6023239,37.01238814,139.9873982
"Period 4","South China","North America",8,2139249,267406.1,27.8115735,113.6023239,49.89877748,-99.95689093
"Period 4","South China","North China",8,85600350,10700043.8,27.8115735,113.6023239,38.0616808,100.6754211
"Period 4","South China","Oceania",8,1183960,147995,27.8115735,113.6023239,-24.65995717,135.7238172
"Period 4","South China","Russia",8,316580,39572.5,27.8115735,113.6023239,59.80038836,94.30046611
"Period 4","South China","South America",8,117514,14689.2,27.8115735,113.6023239,-13.71835705,-59.77519088
"Period 4","South China","South-eastern Asia",8,13439449,1679931.1,27.8115735,113.6023239,-0.198689756,114.0117086
"Period 4","South China","Southern Asia",8,777369,97171.1,27.8115735,113.6023239,26.98419452,71.12322501
"Period 4","South China","Western Asia",8,807579,100947.4,27.8115735,113.6023239,27.67000493,43.59334869
"Period 4","South-eastern Asia","Africa",8,482528,60316,-0.198689756,114.0117086,6.009334615,18.09028353
"Period 4","South-eastern Asia","Europe",8,5204318,650539.8,-0.198689756,114.0117086,49.72535164,12.63523685
"Period 4","South-eastern Asia","Japan/Korea",8,11206130,1400766.2,-0.198689756,114.0117086,37.01238814,139.9873982
"Period 4","South-eastern Asia","North America",8,2946995,368374.4,-0.198689756,114.0117086,49.89877748,-99.95689093
"Period 4","South-eastern Asia","North China",8,2027984,253498,-0.198689756,114.0117086,38.0616808,100.6754211
"Period 4","South-eastern Asia","Oceania",8,3836485,479560.6,-0.198689756,114.0117086,-24.65995717,135.7238172
"Period 4","South-eastern Asia","Russia",8,610709,76338.6,-0.198689756,114.0117086,59.80038836,94.30046611
"Period 4","South-eastern Asia","South America",8,79942,9992.8,-0.198689756,114.0117086,-13.71835705,-59.77519088
"Period 4","South-eastern Asia","South China",8,13402652,1675331.5,-0.198689756,114.0117086,27.8115735,113.6023239
"Period 4","South-eastern Asia","Southern Asia",8,5029358,628669.8,-0.198689756,114.0117086,26.98419452,71.12322501
"Period 4","South-eastern Asia","Western Asia",8,3856252,482031.5,-0.198689756,114.0117086,27.67000493,43.59334869
"Period 4","Southern Asia","Africa",8,1001270,125158.8,26.98419452,71.12322501,6.009334615,18.09028353
"Period 4","Southern Asia","Europe",8,5689020,711127.5,26.98419452,71.12322501,49.72535164,12.63523685
"Period 4","Southern Asia","Japan/Korea",8,609013,76126.6,26.98419452,71.12322501,37.01238814,139.9873982
"Period 4","Southern Asia","North America",8,3414921,426865.1,26.98419452,71.12322501,49.89877748,-99.95689093
"Period 4","Southern Asia","North China",8,193962,24245.2,26.98419452,71.12322501,38.0616808,100.6754211
"Period 4","Southern Asia","Oceania",8,931122,116390.2,26.98419452,71.12322501,-24.65995717,135.7238172
"Period 4","Southern Asia","Russia",8,384006,48000.8,26.98419452,71.12322501,59.80038836,94.30046611
"Period 4","Southern Asia","South America",8,63596,7949.5,26.98419452,71.12322501,-13.71835705,-59.77519088
"Period 4","Southern Asia","South China",8,763494,95436.8,26.98419452,71.12322501,27.8115735,113.6023239
"Period 4","Southern Asia","South-eastern Asia",8,4958182,619772.8,26.98419452,71.12322501,-0.198689756,114.0117086
"Period 4","Southern Asia","Western Asia",8,17395949,2174493.6,26.98419452,71.12322501,27.67000493,43.59334869
"Period 4","Western Asia","Africa",8,10412629,1301578.6,27.67000493,43.59334869,6.009334615,18.09028353
"Period 4","Western Asia","Europe",8,30889968,3861246,27.67000493,43.59334869,49.72535164,12.63523685
"Period 4","Western Asia","Japan/Korea",8,424901,53112.6,27.67000493,43.59334869,37.01238814,139.9873982
"Period 4","Western Asia","North America",8,3375231,421903.9,27.67000493,43.59334869,49.89877748,-99.95689093
"Period 4","Western Asia","North China",8,339450,42431.2,27.67000493,43.59334869,38.0616808,100.6754211
"Period 4","Western Asia","Oceania",8,478679,59834.9,27.67000493,43.59334869,-24.65995717,135.7238172
"Period 4","Western Asia","Russia",8,5114737,639342.1,27.67000493,43.59334869,59.80038836,94.30046611
"Period 4","Western Asia","South America",8,348372,43546.5,27.67000493,43.59334869,-13.71835705,-59.77519088
"Period 4","Western Asia","South China",8,781175,97646.9,27.67000493,43.59334869,27.8115735,113.6023239
"Period 4","Western Asia","South-eastern Asia",8,3813560,476695,27.67000493,43.59334869,-0.198689756,114.0117086
"Period 4","Western Asia","Southern Asia",8,17996525,2249565.6,27.67000493,43.59334869,26.98419452,71.12322501
